id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
e549ebcd-9648-493d-8f8c-7eba7daf714e,Kevin da Cruz,2006-04-22,595.697.197-76,39291-154,da Conceição,PB,Brasil,F,+55 11 8398-8448,59569719776@exemplo.com.br,2024-11-23
fa904945-ee4f-4776-8662-d97cde1c9980,Danilo Cassiano,1967-04-17,701.498.087-38,36956-815,Caldeira do Sul,PB,Brasil,F,+55 11 6290 8866,70149808738@exemplo.com.br,2024-02-08
57b06cbd-e43f-4967-9f59-cc73692b7ae0,Gustavo Henrique Brito,1988-03-21,837.749.234-83,40248302,da Mata,AM,Brasil,F,21 1296 9453,83774923483@exemplo.com.br,2025-01-24
dae0be71-0f64-4e2b-83dd-02cafc39a9c1,Kamilly Novais,1990-06-22,469.105.349-70,76564037,Brito,RR,Brasil,M,84 0923-4864,46910534970@exemplo.com.br,2024-01-23
63768e38-5122-4025-825d-891675a12dbc,Luara da Rocha,2007-07-22,392.974.336-26,83976-351,Fernandes,RN,Brasil,M,51 8026 4807,39297433626@exemplo.com.br,2025-02-24
cf2cf925-852b-4dcb-9bb7-e32c6c15fc0c,Mariana Fogaça,2003-10-13,554.302.882-12,93574-027,Macedo,AC,Brasil,M,(011) 9811-1152,55430288212@exemplo.com.br,2025-03-15
7f0b4cfa-71e0-4f78-bf58-d03b90cdf6fe,Sr. Pedro Sousa,1979-08-12,443.212.870-54,27934-716,Mendonça de Minas,MA,Brasil,M,(081) 4460-0683,44321287054@exemplo.com.br,2024-04-27
9dad9157-8991-4bbf-bb7e-0e3efca9cebb,Ágatha Casa Grande,1989-05-27,355.646.810-92,48223352,Azevedo da Mata,MG,Brasil,F,+55 (084) 1188-2036,35564681092@exemplo.com.br,2024-09-01
8e90467a-9455-4465-8688-2e844ed4d27d,Rodrigo Pacheco,1976-08-04,715.266.464-09,89488-525,Moreira,ES,Brasil,F,0300 069 8419,71526646409@exemplo.com.br,2024-05-20
0bf61cc1-dfdc-4289-9e12-163a9bf2ca4b,Mariane Albuquerque,1957-11-18,211.511.689-16,88899452,Pereira de Camargo,RO,Brasil,F,+55 31 8433-8309,21151168916@exemplo.com.br,2025-01-04
65cf0dac-a9a1-42fe-b82a-56a1282cc724,Felipe Silveira,1983-05-01,750.569.068-27,88153320,Peixoto,DF,Brasil,M,+55 (081) 9401 2540,75056906827@exemplo.com.br,2023-10-26
56978704-dfe4-43ee-bc78-14ab22b7bc2f,Isabela Vargas,1952-02-04,023.284.075-98,39607490,Campos Paulista,PA,Brasil,M,+55 (061) 4285 5708,02328407598@exemplo.com.br,2025-02-08
3f4dbf7f-6bea-46c1-b1f3-0bb83144a832,Maria Isis Martins,1983-03-03,620.281.779-27,34370-944,Monteiro da Praia,PE,Brasil,F,0900 759 9318,62028177927@exemplo.com.br,2024-11-09
ef4bc2da-a857-492e-9759-e9c0595ebc28,Vitor Gabriel Duarte,1967-04-02,882.958.610-80,15042017,Nunes da Serra,ES,Brasil,F,84 9158-9289,88295861080@exemplo.com.br,2025-06-15
c63a8c63-5333-44c9-ab06-4c3b4cd053a0,Sra. Lorena Macedo,1978-03-31,344.666.943-50,97660-845,Montenegro do Norte,PR,Brasil,M,(071) 0623-7390,34466694350@exemplo.com.br,2024-05-28
df88a576-35ad-4ef8-b530-afdf2113a04d,Pedro Henrique Souza,1977-11-26,400.597.089-17,96629821,das Neves do Norte,RS,Brasil,M,81 8718 4825,40059708917@exemplo.com.br,2023-11-16
7734fcaf-cce2-4cac-b521-f7617bcde420,Valentim Martins,1954-02-04,865.854.422-31,96265207,Macedo de Macedo,MG,Brasil,M,+55 61 6077 5759,86585442231@exemplo.com.br,2025-01-19
5d1cd7fd-7138-4b5e-a9d1-7971fc1afacc,Sra. Ísis Aragão,1963-07-23,473.442.805-92,19772-952,Campos de Rezende,MG,Brasil,F,+55 61 5643-1430,47344280592@exemplo.com.br,2024-06-07
268265a8-350b-4fa2-868d-804f777fe780,Juliana Casa Grande,1956-05-24,611.535.840-65,77280-667,das Neves de Duarte,RO,Brasil,F,(011) 6852 7666,61153584065@exemplo.com.br,2025-08-17
9734a770-18bf-44a3-b7c4-8dfaf3accce3,Rael Cavalcante,1948-02-07,063.866.572-40,70959915,Marques da Prata,MS,Brasil,M,(011) 3911-7235,06386657240@exemplo.com.br,2024-05-06
fd3a7af7-6845-4eb7-97ef-2661fbe02d0e,Dr. Vinicius Andrade,1947-06-06,723.360.975-84,62991952,Martins do Amparo,DF,Brasil,M,+55 (041) 9621 9509,72336097584@exemplo.com.br,2024-03-20
7465960c-37e1-4b9b-b2c4-274b56ee1d79,Carlos Eduardo Rios,1939-11-01,046.463.856-48,75837400,da Mata de da Mota,RR,Brasil,M,(081) 7939 8193,04646385648@exemplo.com.br,2023-09-26
ead729b6-6053-4324-8eab-a59b7c3cd3eb,Théo Pires,1974-12-02,882.223.999-47,29695233,Costa do Galho,SC,Brasil,F,+55 (084) 5362 9860,88222399947@exemplo.com.br,2023-11-04
d91192d1-5ea2-4db4-9962-c1e4e497b389,Rafael Rios,1991-05-27,686.017.318-58,93985-704,da Mota,RO,Brasil,M,(084) 2380 0272,68601731858@exemplo.com.br,2024-08-24
60e9e9b2-d834-4a48-8204-71f2b8ac62ae,Dr. Francisco Barbosa,1941-06-14,958.072.396-33,96380-244,Cavalcanti,RJ,Brasil,F,(084) 1952-0048,95807239633@exemplo.com.br,2023-12-22
e40fd2b2-e113-4878-a8d7-e2d126e89c4b,Dr. Gael Henrique Azevedo,1941-09-24,263.857.932-65,58772-066,Viana,PB,Brasil,M,84 4335 3953,26385793265@exemplo.com.br,2024-03-27
e4a9956e-2150-40ab-a67e-ed4e3a072ec4,Daniel Guerra,1961-11-08,206.522.614-62,08885-705,Vieira,MS,Brasil,F,0800 748 8076,20652261462@exemplo.com.br,2024-11-28
ca2fb36c-4cd2-482e-98e1-ba40712025a0,Luiz Otávio Rezende,2004-08-09,199.863.337-36,43280-977,Azevedo dos Dourados,AP,Brasil,M,+55 (051) 3103-2474,19986333736@exemplo.com.br,2024-09-29
7e177261-60dd-4607-9c0f-9bd2ed62ee24,André Porto,1934-12-02,882.679.099-18,25548-838,Peixoto de Minas,CE,Brasil,M,+55 81 8512 3459,88267909918@exemplo.com.br,2023-12-22
fc582a64-5ff4-4dbb-ae83-1802e18a14d0,Thales Castro,1958-10-18,875.533.826-54,14599-116,Câmara,MS,Brasil,M,+55 61 3152 6490,87553382654@exemplo.com.br,2023-10-12
f571b571-efc8-4302-b662-677a1bdc12ef,Srta. Joana Nogueira,1938-05-21,869.658.990-31,43235159,das Neves do Campo,RR,Brasil,F,(071) 0510-1829,86965899031@exemplo.com.br,2025-07-04
1ad07ceb-d684-474a-9d97-8addd44a53c1,José Rezende,1966-01-25,876.957.153-63,19391611,Machado de da Luz,AM,Brasil,F,(031) 8135-7322,87695715363@exemplo.com.br,2024-05-12
b9a28345-7b11-42f7-a7dd-9ed2abc9d5fc,Danilo Pires,1945-09-10,896.137.560-52,96466-209,Barbosa das Flores,BA,Brasil,M,+55 (011) 4990-0534,89613756052@exemplo.com.br,2024-05-21
26ffaffc-850f-4407-b42c-b0be65a3e5f1,Dr. Joaquim Melo,1979-09-06,056.702.472-82,67386-618,Câmara das Flores,MA,Brasil,F,+55 (081) 0204 8337,05670247282@exemplo.com.br,2024-12-25
ce9a3808-e231-4f1c-8ce6-a4826b68d95c,Isaac Novais,1936-12-09,233.568.311-81,16384-104,Rios Grande,SP,Brasil,F,11 2071-4471,23356831181@exemplo.com.br,2024-12-15
b437be6d-692d-477f-99c6-1b80a6cd0f96,Giovanna Rezende,1972-08-17,342.249.515-16,07367-439,Araújo de Goiás,GO,Brasil,M,(084) 5407 7134,34224951516@exemplo.com.br,2024-08-06
7904d634-7553-4052-a309-f6584205eec9,Gael Ferreira,1964-08-08,015.282.888-31,01779-763,Casa Grande Alegre,DF,Brasil,F,+55 41 4663 4579,01528288831@exemplo.com.br,2024-03-22
8148bd98-2b58-4267-b7df-d84ebeff0ca5,Augusto Vargas,1991-03-17,969.524.294-20,60580-136,Silva de Monteiro,RS,Brasil,M,+55 31 6599-0326,96952429420@exemplo.com.br,2024-05-09
b7c0d5b0-2e47-4959-883d-7a8c0740b0db,Yasmin Vasconcelos,2007-01-11,758.768.111-50,37010032,Mendes,ES,Brasil,F,(011) 6601-7947,75876811150@exemplo.com.br,2024-03-05
6813239b-1d6e-4f8b-95c6-dfa2f2268233,Matteo Ramos,2006-04-15,395.065.398-19,50883-321,Pacheco do Galho,PB,Brasil,F,+55 (071) 6443 3486,39506539819@exemplo.com.br,2023-11-05
84bde205-e65d-48c1-b341-3d54f2efaa8d,Diego Costela,1935-09-30,603.660.394-68,71295-372,Aragão,PR,Brasil,F,+55 (011) 3017 5751,60366039468@exemplo.com.br,2024-08-26
a064d663-f454-470e-b84b-96498a878233,Sra. Brenda Novaes,1973-10-28,133.993.913-63,20672420,Nascimento da Prata,MT,Brasil,M,(081) 2178 9137,13399391363@exemplo.com.br,2024-10-07
54f82f85-3584-4c57-be7c-4cf09be80c5d,Davi Luiz Novais,2001-04-24,321.303.295-89,86435932,Câmara,PE,Brasil,M,(051) 5291-3299,32130329589@exemplo.com.br,2025-03-29
8fef6a18-864a-4fd7-bb68-90eae3daef0f,Sra. Mariane Oliveira,1962-08-30,994.991.948-51,17289231,Casa Grande,PB,Brasil,F,+55 21 9459 9704,99499194851@exemplo.com.br,2024-02-03
866c2153-0f68-4ead-a916-8ebb658909dc,Pedro Miguel Pereira,2001-10-14,417.804.796-96,55073-909,Marques Alegre,SP,Brasil,F,21 7070 3908,41780479696@exemplo.com.br,2025-02-05
0dc1d0a8-bedc-4d39-9925-7d20290096f6,Catarina Mendonça,1986-06-22,756.834.841-53,72224-224,Mendes de Goiás,AP,Brasil,M,+55 71 8586 2445,75683484153@exemplo.com.br,2024-08-08
248b3934-d713-4471-80eb-d230b2814351,João Gabriel Dias,1989-10-12,266.738.705-52,17929-666,Pereira da Serra,PB,Brasil,M,+55 71 1878 9887,26673870552@exemplo.com.br,2024-10-17
22dec9a5-2021-450c-b284-10c77733e03d,Amanda Vasconcelos,1982-06-17,888.130.079-18,90727262,Camargo do Campo,RR,Brasil,M,61 0370 9202,88813007918@exemplo.com.br,2024-01-21
0229b4f7-28e6-49b0-ab57-8f0e017c40c2,Dr. Thales Rios,1956-01-16,243.891.634-85,76923-485,Novaes das Flores,BA,Brasil,M,+55 21 3905 9186,24389163485@exemplo.com.br,2024-08-10
b9446c56-2cc6-4594-a907-afb90e7ed0ff,Matteo Correia,1960-07-25,710.212.132-68,71723303,Garcia,ES,Brasil,F,0800-028-7097,71021213268@exemplo.com.br,2024-08-31
ddaebbe7-b5cc-4c23-857b-068943205b12,Ana Sophia Melo,1935-04-09,183.286.859-32,57102086,Castro de Cirino,PI,Brasil,M,0900 831 5636,18328685932@exemplo.com.br,2023-09-22
31142b4b-d567-4ce1-91ed-53932e68902d,Thomas Rocha,1973-01-10,386.793.769-81,39215486,Gomes,SE,Brasil,M,+55 84 2285-3330,38679376981@exemplo.com.br,2023-09-22
f9ada648-8e1b-4dba-95da-f289ae71a441,Manuella Costa,2004-06-14,143.358.046-19,96619-706,Aragão de Campos,AP,Brasil,M,0300-488-5075,14335804619@exemplo.com.br,2025-04-26
af770ab1-9553-4201-a533-8cb9828b3873,Dra. Maria Isis da Rocha,1960-08-05,585.878.263-68,48221-789,Camargo de da Rosa,TO,Brasil,F,(061) 4615-2541,58587826368@exemplo.com.br,2025-01-19
f6c7aa81-8f03-4597-a8cd-d91756f4a242,João Pedro Camargo,1956-12-01,008.306.265-43,17601560,Silveira,SP,Brasil,F,+55 (084) 5126-5280,00830626543@exemplo.com.br,2024-11-24
77b59b17-4b0b-46c8-abde-9aae231c7e47,Larissa Aparecida,1955-06-24,652.331.749-70,74601551,Montenegro,RS,Brasil,M,(011) 4686 6137,65233174970@exemplo.com.br,2024-01-01
045a7712-2567-4d0c-b0fd-90714e9f746d,Maria Luísa Fogaça,1954-10-12,477.804.293-47,67233-926,Azevedo de Fogaça,TO,Brasil,M,+55 84 5492 3110,47780429347@exemplo.com.br,2025-01-26
0eb2677a-510e-4c3d-8543-b5e5b41a32d2,Ana Laura Pastor,1947-12-12,371.762.053-92,79996-317,Monteiro,RO,Brasil,M,(081) 0175 7828,37176205392@exemplo.com.br,2023-12-04
90a96f1f-629f-4b93-b05c-8552ba07b7af,Sra. Lívia da Paz,1937-12-29,265.976.097-54,14424-802,Sales do Norte,RO,Brasil,M,+55 (051) 0001 9187,26597609754@exemplo.com.br,2024-12-29
a5f3dc8a-b3aa-462d-be1f-94c72c5dec86,José Pedro Garcia,1972-09-03,955.395.216-02,28501443,Sousa,BA,Brasil,F,+55 41 4773-8620,95539521602@exemplo.com.br,2023-09-19
0ccc6232-19c8-44e4-aacf-2ebc653a2824,Júlia Novais,1953-04-05,963.713.603-48,88323-746,Nogueira do Norte,PE,Brasil,F,(061) 8630 7571,96371360348@exemplo.com.br,2024-12-13
89925623-de6a-442b-9b34-cf1b99891bbc,Lucca Sampaio,2005-06-30,519.100.188-14,89918948,Cardoso,AM,Brasil,F,+55 (084) 9094 1669,51910018814@exemplo.com.br,2024-09-26
07892e5e-5b36-4fc0-ba14-c4aafb9b90e0,Catarina Costa,1948-07-03,577.220.446-20,75501-072,Monteiro,MS,Brasil,M,+55 (051) 5938-7236,57722044620@exemplo.com.br,2025-07-30
57b34691-5114-40a1-a3dc-4a6458c9cad1,Rodrigo Moura,1948-02-26,275.146.068-70,55563-166,Leão de Cardoso,PB,Brasil,F,+55 41 5354-1568,27514606870@exemplo.com.br,2025-04-08
14dccbe0-c624-486e-aec0-17e97f033680,Olivia Borges,1956-03-10,835.713.291-32,80880-411,Moraes de Lopes,TO,Brasil,F,+55 (011) 7951-8254,83571329132@exemplo.com.br,2025-04-16
e77664ae-cddf-4c61-918b-451d3838c2d1,Theodoro da Paz,1978-04-14,408.705.313-73,49497563,Andrade,PE,Brasil,F,+55 (061) 2174-2677,40870531373@exemplo.com.br,2023-11-07
82aefaae-d095-4dc4-a777-7930db8f5f42,Nina Porto,1993-08-16,090.207.846-51,92806-508,Duarte,AL,Brasil,F,+55 (031) 3623 8152,09020784651@exemplo.com.br,2024-03-12
c221be70-f084-436b-80f5-99cc84a27854,Dr. Yan Cassiano,1989-11-08,086.835.203-88,20497163,Martins de Pinto,PE,Brasil,F,61 2407 4088,08683520388@exemplo.com.br,2023-12-17
e3577e85-bb9f-490e-ad58-a7120a3a2eeb,Sra. Daniela Ramos,1977-05-30,753.040.838-97,18660-327,Camargo,PA,Brasil,M,(061) 5250-6834,75304083897@exemplo.com.br,2024-03-29
0a52d03d-4eec-4c5d-aaa4-cbb50b117449,Maria Fernanda Nogueira,1993-08-02,046.987.668-97,73777065,Costela de Andrade,AP,Brasil,M,0300 787 8558,04698766897@exemplo.com.br,2024-11-28
77458a73-1a87-4b52-bbfb-5cff7f6a18e4,Luiz Felipe Monteiro,1986-10-24,902.126.145-99,95046999,Brito,ES,Brasil,M,+55 21 3733-4314,90212614599@exemplo.com.br,2023-10-16
18095f50-7391-41b1-b389-a488b50ea48c,Srta. Maria da Rocha,2005-12-02,870.910.697-38,85156795,Andrade,AP,Brasil,M,+55 21 6983-8671,87091069738@exemplo.com.br,2023-11-08
e149090e-d4ee-4dd3-9fbf-5eeaf39a6dac,Davi Miguel Duarte,1988-11-25,492.635.421-94,20532-473,Alves do Amparo,AP,Brasil,F,+55 (031) 1674 3218,49263542194@exemplo.com.br,2024-08-22
ba71dfc3-8cef-4850-a064-3bb88db0256d,Heloísa Moraes,1971-06-03,954.979.823-98,12925-293,da Mata da Prata,AL,Brasil,F,+55 (081) 8497 2055,95497982398@exemplo.com.br,2023-10-12
31fd0d06-0c50-499e-8e3c-c38c57971aad,Clara Vieira,1993-12-03,423.077.144-99,38222-114,Rocha,TO,Brasil,M,61 8423 2461,42307714499@exemplo.com.br,2024-10-30
06f939be-a7b2-4704-8e3f-c85d31268ba1,Arthur Gabriel Sales,1976-02-24,234.800.257-84,20567-210,Albuquerque do Campo,GO,Brasil,M,+55 (084) 2248 0539,23480025784@exemplo.com.br,2024-09-28
0af4aed8-7c46-45e2-bb6e-07cda7201bf2,Sr. Enzo Pinto,1967-01-22,705.532.036-22,65800294,Correia,SC,Brasil,F,41 4858 9974,70553203622@exemplo.com.br,2025-06-16
da0ebf71-9776-4e78-8968-cfa67368e588,Benicio Andrade,1996-07-27,423.357.440-59,38939798,Rocha,RO,Brasil,F,+55 (021) 9776-7636,42335744059@exemplo.com.br,2023-09-23
6dbbeb3a-005f-4d91-b368-c7f44997a8db,Mariane Silveira,2003-07-05,075.570.171-78,27579-022,Alves Grande,MT,Brasil,F,+55 21 0296 1164,07557017178@exemplo.com.br,2025-05-06
f4bc9c2e-e438-4706-be45-3cb7381514c8,Sra. Nina das Neves,1936-03-31,617.737.646-71,92866-877,Andrade,PR,Brasil,M,(021) 5460 1250,61773764671@exemplo.com.br,2023-10-20
f47d3138-b479-4309-8a9f-10fbfbf20423,Srta. Clara da Luz,1944-02-26,137.279.347-28,05335-855,Santos das Pedras,MT,Brasil,M,+55 (031) 5518-5106,13727934728@exemplo.com.br,2024-07-11
6d5d6be3-0ea1-499f-959c-0c66c8fda156,Maya Farias,1977-03-15,165.886.922-91,19734-658,Lopes,ES,Brasil,M,+55 71 0032 9496,16588692291@exemplo.com.br,2023-10-02
ba7f166b-9548-49c1-85f0-d7ce4c55091f,Dante Nascimento,1961-08-31,479.290.819-04,05746-231,Garcia,PA,Brasil,F,+55 (031) 5163-3042,47929081904@exemplo.com.br,2023-09-18
8114c721-3211-459a-bde7-cc0c5fb187e0,Melina Jesus,1965-08-01,525.069.221-40,45920805,Abreu,AP,Brasil,F,61 9601 2299,52506922140@exemplo.com.br,2025-02-11
696337d9-a353-4ef7-a724-202ff4d7f002,João Pedro Castro,1972-12-02,073.877.089-94,49341453,Leão,RS,Brasil,F,+55 51 9557 0722,07387708994@exemplo.com.br,2024-12-17
cfc580f8-e9ec-401f-a900-8c995c5e48d8,Noah Pinto,1938-02-11,894.224.928-84,23777-276,Carvalho,RR,Brasil,M,+55 21 1784 8442,89422492884@exemplo.com.br,2024-08-05
0fd13bad-c303-4cab-9de7-e344b34673eb,Milena da Luz,1992-11-22,853.697.083-10,72176277,da Paz,AL,Brasil,M,(084) 5435-1964,85369708310@exemplo.com.br,2024-03-31
41007ae2-d1e4-40ad-9710-5154c176abe9,Dra. Maitê Mendonça,1992-06-05,694.458.843-32,41785-892,Duarte,BA,Brasil,F,51 5238 6438,69445884332@exemplo.com.br,2024-02-23
5621ab33-fcc9-4f62-b315-0b94e541902b,Olívia Oliveira,1957-01-06,526.349.787-88,77785-072,Moreira do Amparo,SE,Brasil,F,41 3750-4485,52634978788@exemplo.com.br,2025-06-10
2aba4a1d-f193-43a1-9e5c-f7aed885bf46,Valentim Jesus,1959-08-15,094.690.485-71,95078605,Fogaça,AM,Brasil,F,+55 (051) 0726 0759,09469048571@exemplo.com.br,2025-08-17
bf59f34e-4a6b-4398-8b52-5dd5ef3b081b,Nicole Souza,1993-05-29,374.959.484-26,82659-011,Almeida de Teixeira,RJ,Brasil,M,+55 (021) 7563 2546,37495948426@exemplo.com.br,2025-04-20
07d9f5a6-1bc3-4112-81f3-7fd0b3c5c976,Rodrigo da Paz,1978-03-21,504.643.480-28,18838351,Fernandes,RJ,Brasil,F,41 8474 9126,50464348028@exemplo.com.br,2024-05-09
20fe433a-86e7-4159-a273-f4f50d3af4b8,Isabel Jesus,1952-04-05,749.367.838-42,47925480,da Cruz de Minas,GO,Brasil,M,71 8721-3307,74936783842@exemplo.com.br,2024-02-07
6de5b10f-262a-4d4d-8429-0121cb3621ff,Vitória Fogaça,1977-04-10,035.790.327-60,24291-529,da Mata das Pedras,RO,Brasil,F,+55 (071) 1374-8923,03579032760@exemplo.com.br,2025-07-24
b076d78e-33db-48a8-8790-117b5640ff8e,Maria Clara Caldeira,1967-10-21,860.340.529-73,82889828,Siqueira,RJ,Brasil,M,41 1880-7748,86034052973@exemplo.com.br,2024-05-27
5229bfc8-3267-41ff-b5ee-e7f134c17841,Emilly Silveira,1997-03-26,504.562.248-85,49366986,Freitas Verde,AC,Brasil,F,0300-279-7771,50456224885@exemplo.com.br,2024-03-29
9a052918-9d85-4e68-9a13-2b79cc4e7380,Sr. João Vitor Macedo,2004-07-17,514.371.294-06,73783876,Vieira,PI,Brasil,F,(071) 9121 1115,51437129406@exemplo.com.br,2023-12-17
760eda81-8eee-40ef-9988-7e77ef60b6c5,Sr. Luiz Felipe da Luz,1966-01-12,412.319.308-81,45366-208,da Rosa,AL,Brasil,M,(071) 1115 1903,41231930881@exemplo.com.br,2024-04-07
38be6fb8-f1fa-44e1-8236-7a912f5f354f,Théo Dias,1964-09-03,227.422.661-01,32637043,Camargo do Oeste,RR,Brasil,F,+55 84 5627-6463,22742266101@exemplo.com.br,2025-04-17
832dc46d-90e6-4ab2-8e4b-fda9b61ba079,Sarah da Mota,2002-03-09,291.400.138-86,86616-097,da Rosa do Campo,PI,Brasil,M,(041) 9509-2089,29140013886@exemplo.com.br,2024-10-14
0a88cbf8-19dd-4c1f-95e9-e3ab34e4d2be,Otto Mendes,1978-03-11,263.200.699-67,47591-378,da Rosa de Andrade,MS,Brasil,F,31 0650-5754,26320069967@exemplo.com.br,2024-08-19
cd961a86-5f4f-4d6e-a9f2-b3be05b80464,Luiz Miguel Fogaça,1963-07-11,760.212.091-54,58530217,Alves do Galho,RO,Brasil,F,0900-849-1177,76021209154@exemplo.com.br,2025-02-21
743fe83c-ca2b-4b81-b955-6b490ca90241,Pietra da Conceição,1954-06-22,333.166.234-76,61338-339,Moura do Campo,PE,Brasil,F,+55 11 0122 6801,33316623476@exemplo.com.br,2023-10-11
5446ce03-b486-4e14-baa4-9d0dcd33447f,Isabelly Lopes,1946-08-25,566.932.346-01,64997456,Mendonça das Pedras,PR,Brasil,F,+55 61 7970-6363,56693234601@exemplo.com.br,2025-07-29
5d257a17-dd69-417a-924d-f459f106bbd9,Sr. José Miguel Almeida,1936-11-14,609.862.481-13,53988212,Cirino,MA,Brasil,M,41 2359 6722,60986248113@exemplo.com.br,2025-03-06
c72846e2-f9e2-434e-82b2-b4601f62348c,Josué Costela,1960-12-15,644.934.446-27,73091-729,Brito,PI,Brasil,F,71 2740 0489,64493444627@exemplo.com.br,2024-05-20
4cfc40cd-d31a-4606-91b7-ef52c3cb291a,Leonardo Santos,1972-10-02,478.942.311-23,75137-816,Pacheco,PI,Brasil,M,(081) 5196 9178,47894231123@exemplo.com.br,2024-05-15
0d56e7c5-f9b7-4e6e-b17a-f517dd0adf81,Sra. Maya Castro,1992-04-08,602.510.662-94,00695300,Moreira de da Luz,GO,Brasil,M,+55 (051) 5636 5501,60251066294@exemplo.com.br,2024-10-15
657ef83b-3f95-4020-a2b8-cd19e760eaaf,Maria Eduarda Cirino,1951-01-31,736.916.086-54,71847-540,Oliveira de Cirino,PE,Brasil,M,+55 (084) 3370 0309,73691608654@exemplo.com.br,2025-04-30
3b742bf2-781b-4021-8898-c57ba99c2d89,Hellena da Mata,1979-11-10,837.357.668-01,41178322,Aparecida,AP,Brasil,F,61 9147 0376,83735766801@exemplo.com.br,2024-03-31
4913a099-5914-4432-b118-972e707467c9,Pedro da Mota,1939-09-27,945.029.479-51,70955238,Andrade,DF,Brasil,F,(084) 6731 5908,94502947951@exemplo.com.br,2025-01-19
8fa022d5-ae4d-4e0f-bf3f-57ff355395d6,Gabriela Alves,1979-03-28,194.482.288-93,35265571,Peixoto,RS,Brasil,M,0900 521 9032,19448228893@exemplo.com.br,2024-06-23
633a1f34-4882-4b57-b0ac-a659daff6a79,Natália Costa,1969-02-10,585.397.355-82,69109-867,Porto de Costela,MT,Brasil,M,41 4087-4465,58539735582@exemplo.com.br,2025-03-18
2883c0e6-6a14-48d6-a4f8-1d32ccb69116,Kevin Barbosa,1972-03-03,515.104.382-03,12760806,da Luz de Ramos,RS,Brasil,F,+55 81 6132 6877,51510438203@exemplo.com.br,2024-05-22
4997f345-6186-438b-abcd-6ff3afa7e0a1,Ana Luiza Santos,1982-06-03,667.864.484-21,45267805,Araújo,RR,Brasil,M,(071) 0690 1288,66786448421@exemplo.com.br,2024-04-02
df103af6-523a-47b7-944b-958820a89d5c,Letícia Silva,2002-05-21,957.981.731-81,62172552,Vargas Verde,PR,Brasil,F,61 5726-0618,95798173181@exemplo.com.br,2024-11-12
6eb618b1-7740-460f-841a-7f69d17b1308,Thiago Fonseca,1961-07-09,338.997.033-25,37798-543,Campos,RN,Brasil,F,0500 064 9756,33899703325@exemplo.com.br,2023-12-22
70adf258-20d6-4291-b593-14ba698781e7,Maria Luiza Mendonça,1968-04-25,213.998.186-26,83119990,Garcia de Minas,DF,Brasil,M,+55 61 2151-2425,21399818626@exemplo.com.br,2025-08-21
8e279549-3fd3-4481-826d-18bcee075444,Sr. Ravi Lucca Rocha,1941-10-11,072.114.342-70,35708-499,Cirino,DF,Brasil,F,(061) 7485-8286,07211434270@exemplo.com.br,2025-09-15
be9c6b4c-e18e-4b34-9305-4913fe9fd6ac,Natália Barros,1974-06-28,400.109.189-71,66300092,Freitas de Barbosa,BA,Brasil,M,0800-551-3986,40010918971@exemplo.com.br,2025-08-26
